==============================
   Omega Wholesale Sdn Bhd (OWSB)
==============================
         STOCK REPORT
==============================
Generated: 2025-05-22 18:39:37
Generated by: OW053 t

Total Items: 1000
Total Stock: 55757

------------------------------
Low Stock (0-9)
------------------------------
ItemCode     ItemName           SupplierID   Stock    ExpiryDate  
ITM242       Oil                SUP199       66       2025-05-17  
ITM244       Spinach            SUP120       57       2025-04-20  
ITM246       Cheese             SUP190       51       2025-05-25  
ITM248       Apple              SUP060       51       2025-04-23  
ITM250       Onion              SUP015       58       2025-05-07  
ITM253       Spinach            SUP115       51       2025-05-08  
ITM254       Cheese             SUP054       50       2025-04-16  
ITM255       Rice               SUP013       78       2025-05-07  
ITM257       Carrot             SUP058       86       2025-05-01  
ITM259       Butter             SUP161       59       2025-04-25  
ITM261       Tomato             SUP032       62       2025-05-15  
ITM263       Pastry             SUP030       64       2025-04-25  
ITM264       Pastry             SUP151       90       2025-05-13  
ITM266       Butter             SUP021       91       2025-05-11  
ITM267       Pastry             SUP052       56       2025-05-18  
ITM268       Rice               SUP042       54       2025-05-09  
ITM269       Yogurt             SUP002       64       2025-04-24  
ITM270       Juice              SUP198       67       2025-05-17  
ITM271       Bread              SUP172       83       2025-05-22  
ITM272       Cucumber           SUP127       54       2025-04-15  
ITM273       Yogurt             SUP125       82       2025-05-13  
ITM277       Cheese             SUP015       99       2025-05-24  
ITM278       Cucumber           SUP091       99       2025-04-30  
ITM281       Butter             SUP144       51       2025-04-20  
ITM282       Rice               SUP057       61       2025-04-17  
ITM284       Tomato             SUP199       59       2025-05-08  
ITM286       Juice              SUP144       68       2025-04-23  
ITM287       Tomato             SUP071       86       2025-05-12  
ITM289       Oil                SUP015       92       2025-05-07  
ITM292       Butter             SUP040       97       2025-04-22  
ITM294       Cucumber           SUP141       94       2025-05-15  
ITM295       Rice               SUP009       78       2025-04-25  
ITM296       Bread              SUP034       82       2025-05-07  
ITM297       Spinach            SUP072       90       2025-05-02  
ITM299       Rice               SUP141       52       2025-05-19  
ITM302       Tomato             SUP038       76       2025-05-10  
ITM303       Onion              SUP085       57       2025-05-11  
ITM305       Banana             SUP057       56       2025-05-16  
ITM307       Herbs              SUP115       68       2025-04-22  
ITM309       Fish               SUP021       73       2025-05-07  
ITM310       Juice              SUP103       63       2025-05-05  
ITM311       Onion              SUP139       75       2025-05-04  
ITM314       Cucumber           SUP150       94       2025-05-25  
ITM316       Juice              SUP146       96       2025-04-18  
ITM317       Milk               SUP052       65       2025-04-18  
ITM322       Onion              SUP087       71       2025-05-16  
ITM323       Milk               SUP200       89       2025-04-18  
ITM324       Yogurt             SUP109       95       2025-05-09  
ITM327       Spinach            SUP043       85       2025-04-30  
ITM329       Lettuce            SUP108       94       2025-05-14  
ITM330       Bread              SUP200       99       2025-05-01  
ITM331       Orange             SUP120       71       2025-05-22  
ITM332       Banana             SUP167       90       2025-05-07  
ITM333       Cucumber           SUP007       53       2025-05-23  
ITM334       Onion              SUP029       73       2025-04-29  
ITM335       Bread              SUP096       80       2025-05-19  
ITM338       Oil                SUP132       77       2025-05-11  
ITM341       Oil                SUP074       69       2025-04-19  
ITM342       Onion              SUP199       81       2025-05-17  
ITM343       Onion              SUP170       66       2025-05-03  
ITM344       Tomato             SUP018       73       2025-04-22  
ITM345       Orange             SUP118       59       2025-04-19  
ITM346       Herbs              SUP147       73       2025-05-13  
ITM347       Cucumber           SUP039       62       2025-05-07  
ITM348       Cucumber           SUP114       78       2025-05-11  
ITM351       Tomato             SUP045       51       2025-04-27  
ITM352       Milk               SUP177       57       2025-04-20  
ITM354       Banana             SUP070       86       2025-05-03  
ITM362       Butter             SUP063       63       2025-04-26  
ITM364       Banana             SUP101       57       2025-04-24  
ITM365       Herbs              SUP040       59       2025-04-16  
ITM366       Lettuce            SUP178       97       2025-05-06  
ITM367       Cheese             SUP117       58       2025-05-03  
ITM370       Apple              SUP111       56       2025-05-04  
ITM371       Lettuce            SUP016       99       2025-05-09  
ITM373       Milk               SUP132       79       2025-05-14  
ITM374       Butter             SUP081       64       2025-05-20  
ITM375       Carrot             SUP063       71       2025-05-08  
ITM377       Yogurt             SUP071       51       2025-04-23  
ITM378       Onion              SUP138       60       2025-04-18  
ITM379       Herbs              SUP084       70       2025-05-15  
ITM382       Apple              SUP160       77       2025-05-12  
ITM383       Pastry             SUP055       52       2025-04-22  
ITM384       Apple              SUP114       89       2025-04-20  
ITM385       Lettuce            SUP072       62       2025-04-15  
ITM386       Lettuce            SUP149       91       2025-05-25  
ITM388       Herbs              SUP004       97       2025-05-23  
ITM389       Butter             SUP190       86       2025-05-16  
ITM391       Pastry             SUP100       98       2025-05-02  
ITM393       Cheese             SUP004       94       2025-05-18  
ITM394       Bread              SUP153       53       2025-05-01  
ITM395       Banana             SUP172       74       2025-05-01  
ITM396       Onion              SUP092       89       2025-05-13  
ITM398       Butter             SUP188       65       2025-05-25  
ITM399       Oil                SUP017       56       2025-05-06  
ITM401       Yogurt             SUP106       86       2025-05-22  
ITM402       Bread              SUP131       61       2025-05-09  
ITM403       Tomato             SUP073       70       2025-04-24  
ITM404       Milk               SUP036       68       2025-04-17  
ITM405       Fish               SUP053       88       2025-05-21  
ITM406       Milk               SUP164       65       2025-04-23  
ITM408       Spinach            SUP044       92       2025-04-27  
ITM412       Onion              SUP005       62       2025-05-07  
ITM419       Onion              SUP124       73       2025-05-17  
ITM420       Tomato             SUP194       69       2025-04-23  
ITM421       Lettuce            SUP123       58       2025-04-15  
ITM423       Orange             SUP165       60       2025-05-09  
ITM427       Herbs              SUP042       98       2025-04-20  
ITM429       Butter             SUP032       98       2025-05-23  
ITM431       Banana             SUP110       60       2025-05-07  
ITM435       Oil                SUP130       58       2025-05-16  
ITM436       Cheese             SUP106       65       2025-05-23  
ITM437       Spinach            SUP150       64       2025-04-24  
ITM439       Lettuce            SUP027       68       2025-05-03  
ITM440       Milk               SUP174       96       2025-05-08  
ITM442       Banana             SUP032       59       2025-05-15  
ITM443       Apple              SUP104       90       2025-04-21  
ITM444       Rice               SUP170       51       2025-04-17  
ITM445       Fish               SUP092       56       2025-04-24  
ITM446       Tomato             SUP032       88       2025-05-16  
ITM448       Rice               SUP016       77       2025-05-18  
ITM449       Bread              SUP148       62       2025-04-20  
ITM450       Bread              SUP120       65       2025-04-17  
ITM454       Lettuce            SUP126       55       2025-04-28  
ITM456       Onion              SUP144       82       2025-04-22  
ITM457       Juice              SUP089       95       2025-05-02  
ITM458       Milk               SUP058       67       2025-05-19  
ITM459       Cheese             SUP087       94       2025-05-07  
ITM461       Tomato             SUP132       51       2025-05-04  
ITM462       Oil                SUP142       50       2025-05-23  
ITM467       Apple              SUP139       59       2025-04-30  
ITM469       Fish               SUP147       65       2025-04-25  
ITM470       Juice              SUP054       68       2025-04-28  
ITM472       Herbs              SUP147       72       2025-05-22  
ITM474       Carrot             SUP043       93       2025-05-13  
ITM477       Milk               SUP060       84       2025-05-15  
ITM479       Rice               SUP152       79       2025-05-12  
ITM481       Onion              SUP142       68       2025-04-16  
ITM483       Milk               SUP030       53       2025-05-22  
ITM484       Carrot             SUP125       54       2025-04-18  
ITM485       Orange             SUP098       75       2025-05-10  
ITM490       Cucumber           SUP185       54       2025-05-23  
ITM493       Fish               SUP163       67       2025-05-01  
ITM495       Pastry             SUP098       89       2025-05-22  
ITM498       Milk               SUP027       82       2025-05-04  
ITM499       Onion              SUP101       88       2025-05-16  
ITM500       Lettuce            SUP076       91       2025-05-09  
ITM502       Banana             SUP151       67       2025-04-21  
ITM503       Butter             SUP178       78       2025-05-08  
ITM504       Apple              SUP132       89       2025-05-04  
ITM505       Milk               SUP179       54       2025-05-19  
ITM506       Spinach            SUP169       94       2025-05-16  
ITM507       Orange             SUP103       96       2025-05-07  
ITM509       Tomato             SUP015       68       2025-05-15  
ITM511       Juice              SUP035       87       2025-04-15  
ITM512       Orange             SUP144       83       2025-05-18  
ITM517       Fish               SUP073       77       2025-05-20  
ITM519       Orange             SUP196       57       2025-05-18  
ITM520       Apple              SUP195       68       2025-04-28  
ITM521       Spinach            SUP131       99       2025-05-06  
ITM524       Fish               SUP039       52       2025-04-15  
ITM526       Rice               SUP004       83       2025-05-05  
ITM527       Milk               SUP058       59       2025-04-29  
ITM529       Butter             SUP117       87       2025-05-25  
ITM530       Fish               SUP141       67       2025-05-04  
ITM531       Oil                SUP023       71       2025-04-23  
ITM534       Butter             SUP087       75       2025-05-06  
ITM536       Cheese             SUP024       78       2025-05-05  
ITM537       Butter             SUP102       63       2025-04-29  
ITM538       Milk               SUP104       79       2025-05-10  
ITM539       Butter             SUP152       65       2025-05-19  
ITM540       Yogurt             SUP102       73       2025-05-11  
ITM541       Pastry             SUP180       59       2025-04-22  
ITM543       Juice              SUP101       54       2025-04-16  
ITM545       Apple              SUP059       57       2025-04-17  
ITM546       Yogurt             SUP070       83       2025-05-15  
ITM547       Apple              SUP164       55       2025-04-16  
ITM550       Spinach            SUP009       64       2025-04-27  
ITM552       Oil                SUP097       60       2025-05-03  
ITM554       Rice               SUP181       90       2025-05-25  
ITM555       Carrot             SUP187       86       2025-04-23  
ITM556       Herbs              SUP088       85       2025-05-13  
ITM557       Lettuce            SUP102       82       2025-05-07  
ITM558       Yogurt             SUP094       84       2025-04-28  
ITM559       Lettuce            SUP180       53       2025-05-23  
ITM561       Milk               SUP004       72       2025-04-27  
ITM563       Apple              SUP002       53       2025-04-27  
ITM564       Banana             SUP090       90       2025-04-22  
ITM568       Banana             SUP198       96       2025-05-14  
ITM570       Spinach            SUP133       63       2025-04-22  
ITM571       Cheese             SUP088       64       2025-05-13  
ITM572       Juice              SUP140       95       2025-05-25  
ITM574       Rice               SUP107       95       2025-04-26  
ITM576       Milk               SUP138       85       2025-05-12  
ITM577       Tomato             SUP109       58       2025-05-07  
ITM580       Juice              SUP012       51       2025-04-15  
ITM582       Apple              SUP037       64       2025-04-28  
ITM584       Lettuce            SUP067       73       2025-05-23  
ITM585       Herbs              SUP073       91       2025-05-18  
ITM586       Spinach            SUP144       93       2025-05-12  
ITM587       Apple              SUP073       60       2025-04-23  
ITM588       Spinach            SUP017       89       2025-05-20  
ITM590       Apple              SUP139       59       2025-04-30  
ITM594       Carrot             SUP130       98       2025-04-16  
ITM596       Oil                SUP159       63       2025-05-10  
ITM597       Onion              SUP054       62       2025-05-02  
ITM598       Oil                SUP043       66       2025-04-27  
ITM599       Banana             SUP051       97       2025-05-08  
ITM602       Juice              SUP126       84       2025-05-21  
ITM603       Butter             SUP151       74       2025-04-21  
ITM604       Butter             SUP097       83       2025-04-29  
ITM605       Onion              SUP054       63       2025-04-26  
ITM606       Banana             SUP062       60       2025-05-17  
ITM607       Onion              SUP083       93       2025-05-03  
ITM609       Cheese             SUP111       94       2025-05-24  
ITM611       Carrot             SUP062       96       2025-04-25  
ITM612       Herbs              SUP072       54       2025-05-22  
ITM613       Oil                SUP113       86       2025-04-23  
ITM614       Yogurt             SUP168       99       2025-05-01  
ITM616       Butter             SUP064       84       2025-04-19  
ITM617       Butter             SUP057       63       2025-04-28  
ITM623       Onion              SUP139       98       2025-05-15  
ITM624       Cucumber           SUP148       91       2025-05-15  
ITM625       Spinach            SUP129       74       2025-05-25  
ITM626       Bread              SUP193       55       2025-05-04  
ITM627       Lettuce            SUP126       83       2025-04-18  
ITM628       Spinach            SUP067       81       2025-04-19  
ITM629       Herbs              SUP031       95       2025-05-17  
ITM633       Lettuce            SUP187       75       2025-05-10  
ITM634       Spinach            SUP166       62       2025-05-04  
ITM637       Fish               SUP068       67       2025-04-21  
ITM638       Juice              SUP068       70       2025-04-25  
ITM640       Cucumber           SUP127       51       2025-05-02  
ITM641       Cucumber           SUP010       82       2025-05-05  
ITM643       Oil                SUP173       84       2025-05-13  
ITM645       Rice               SUP015       90       2025-05-11  
ITM647       Pastry             SUP111       97       2025-05-02  
ITM648       Milk               SUP152       87       2025-05-16  
ITM649       Rice               SUP086       79       2025-04-19  
ITM650       Butter             SUP088       85       2025-05-21  
ITM651       Rice               SUP083       58       2025-04-21  
ITM652       Juice              SUP101       55       2025-04-27  
ITM653       Banana             SUP197       57       2025-05-23  
ITM656       Carrot             SUP199       63       2025-04-18  
ITM659       Cucumber           SUP107       79       2025-04-18  
ITM660       Tomato             SUP011       83       2025-04-16  
ITM662       Tomato             SUP078       91       2025-05-21  
ITM665       Lettuce            SUP002       61       2025-05-19  
ITM666       Spinach            SUP036       58       2025-04-15  
ITM667       Tomato             SUP158       58       2025-04-20  
ITM669       Onion              SUP103       78       2025-05-23  
ITM670       Banana             SUP102       99       2025-05-11  
ITM672       Onion              SUP088       51       2025-05-05  
ITM675       Yogurt             SUP010       98       2025-05-07  
ITM677       Bread              SUP044       94       2025-05-10  
ITM678       Rice               SUP127       98       2025-04-25  
ITM679       Spinach            SUP064       57       2025-04-26  
ITM681       Milk               SUP059       95       2025-05-15  
ITM682       Carrot             SUP134       93       2025-05-03  
ITM683       Carrot             SUP037       51       2025-04-24  
ITM684       Spinach            SUP005       71       2025-04-24  
ITM686       Yogurt             SUP047       55       2025-05-20  
ITM687       Lettuce            SUP093       58       2025-05-24  
ITM689       Tomato             SUP097       95       2025-05-03  
ITM691       Tomato             SUP172       77       2025-04-24  
ITM692       Pastry             SUP148       66       2025-05-13  
ITM693       Orange             SUP020       99       2025-04-24  
ITM695       Cheese             SUP199       76       2025-05-21  
ITM697       Bread              SUP110       95       2025-04-19  
ITM698       Butter             SUP041       58       2025-05-15  
ITM701       Yogurt             SUP053       75       2025-04-28  
ITM704       Lettuce            SUP105       98       2025-04-22  
ITM705       Cucumber           SUP196       59       2025-05-05  
ITM706       Bread              SUP059       81       2025-05-23  
ITM707       Oil                SUP104       78       2025-04-21  
ITM708       Fish               SUP184       56       2025-05-21  
ITM709       Oil                SUP040       52       2025-05-21  
ITM711       Bread              SUP143       65       2025-05-18  
ITM712       Herbs              SUP115       99       2025-05-05  
ITM713       Milk               SUP157       90       2025-05-18  
ITM715       Cheese             SUP152       73       2025-04-27  
ITM719       Tomato             SUP074       81       2025-05-06  
ITM720       Fish               SUP185       69       2025-05-06  
ITM721       Orange             SUP024       84       2025-05-11  
ITM722       Yogurt             SUP038       84       2025-04-16  
ITM724       Spinach            SUP144       74       2025-04-21  
ITM726       Cucumber           SUP083       62       2025-05-13  
ITM727       Oil                SUP152       54       2025-05-01  
ITM729       Rice               SUP067       55       2025-05-06  
ITM730       Bread              SUP193       96       2025-05-14  
ITM735       Herbs              SUP026       70       2025-05-05  
ITM737       Yogurt             SUP168       92       2025-04-18  
ITM742       Carrot             SUP143       54       2025-05-04  
ITM743       Banana             SUP081       75       2025-05-14  
ITM744       Apple              SUP161       86       2025-05-17  
ITM745       Cheese             SUP164       53       2025-05-25  
ITM746       Spinach            SUP020       83       2025-04-17  
ITM747       Banana             SUP045       63       2025-04-15  
ITM748       Herbs              SUP008       63       2025-05-06  
ITM749       Oil                SUP058       83       2025-05-03  
ITM753       Herbs              SUP147       61       2025-04-25  
ITM754       Onion              SUP076       99       2025-05-22  
ITM756       Pastry             SUP102       71       2025-04-17  
ITM758       Oil                SUP051       74       2025-04-17  
ITM759       Milk               SUP103       89       2025-05-19  
ITM760       Oil                SUP120       91       2025-05-04  
ITM762       Lettuce            SUP112       86       2025-05-05  
ITM763       Cheese             SUP059       82       2025-05-23  
ITM764       Tomato             SUP177       79       2025-04-15  
ITM765       Cheese             SUP015       93       2025-04-28  
ITM768       Oil                SUP138       55       2025-04-28  
ITM769       Milk               SUP014       70       2025-05-10  
ITM770       Fish               SUP094       74       2025-04-15  
ITM772       Herbs              SUP118       73       2025-05-21  
ITM773       Cheese             SUP048       85       2025-05-24  
ITM776       Pastry             SUP096       69       2025-04-18  
ITM777       Rice               SUP038       84       2025-04-17  
ITM779       Oil                SUP197       98       2025-04-17  
ITM782       Cucumber           SUP021       83       2025-04-19  
ITM783       Fish               SUP062       76       2025-04-20  
ITM784       Butter             SUP153       58       2025-04-16  
ITM785       Yogurt             SUP008       75       2025-05-09  
ITM786       Rice               SUP017       81       2025-05-16  
ITM788       Rice               SUP109       73       2025-04-30  
ITM794       Carrot             SUP164       77       2025-05-02  
ITM795       Onion              SUP081       90       2025-04-24  
ITM796       Rice               SUP017       65       2025-04-24  
ITM799       Banana             SUP046       52       2025-04-19  
ITM801       Onion              SUP193       58       2025-05-19  
ITM802       Onion              SUP089       77       2025-05-13  
ITM806       Cheese             SUP128       51       2025-05-12  
ITM807       Yogurt             SUP043       83       2025-05-09  
ITM809       Yogurt             SUP036       78       2025-04-22  
ITM814       Onion              SUP022       87       2025-05-03  
ITM819       Herbs              SUP170       67       2025-05-14  
ITM821       Yogurt             SUP164       54       2025-04-30  
ITM822       Milk               SUP100       57       2025-04-18  
ITM823       Onion              SUP143       59       2025-05-03  
ITM825       Carrot             SUP029       91       2025-05-17  
ITM830       Herbs              SUP120       58       2025-05-16  
ITM833       Orange             SUP050       74       2025-05-17  
ITM835       Butter             SUP179       60       2025-05-22  
ITM836       Tomato             SUP101       50       2025-05-14  
ITM837       Bread              SUP139       60       2025-05-11  
ITM838       Bread              SUP146       52       2025-05-01  
ITM839       Orange             SUP019       62       2025-05-08  
ITM843       Juice              SUP115       97       2025-04-26  
ITM844       Lettuce            SUP111       53       2025-05-09  
ITM845       Banana             SUP089       61       2025-05-06  
ITM846       Juice              SUP117       94       2025-05-09  
ITM848       Rice               SUP012       92       2025-04-29  
ITM849       Tomato             SUP098       90       2025-04-30  
ITM850       Bread              SUP037       81       2025-04-15  
ITM852       Banana             SUP018       62       2025-05-04  
ITM853       Banana             SUP024       55       2025-04-23  
ITM854       Juice              SUP060       76       2025-05-02  
ITM855       Milk               SUP178       74       2025-04-27  
ITM856       Milk               SUP131       74       2025-05-17  
ITM857       Tomato             SUP062       65       2025-04-29  
ITM859       Banana             SUP137       93       2025-05-24  
ITM860       Butter             SUP017       57       2025-04-29  
ITM861       Cheese             SUP100       53       2025-04-22  
ITM864       Carrot             SUP096       62       2025-05-13  
ITM865       Orange             SUP119       92       2025-05-06  
ITM867       Herbs              SUP164       59       2025-05-21  
ITM869       Carrot             SUP053       67       2025-04-16  
ITM870       Apple              SUP186       80       2025-04-22  
ITM872       Tomato             SUP035       56       2025-04-29  
ITM877       Pastry             SUP040       51       2025-04-30  
ITM878       Cheese             SUP106       99       2025-04-23  
ITM879       Cheese             SUP074       57       2025-04-22  
ITM880       Onion              SUP056       85       2025-05-04  
ITM882       Banana             SUP092       90       2025-04-16  
ITM883       Pastry             SUP114       61       2025-05-10  
ITM887       Oil                SUP060       63       2025-05-22  
ITM889       Rice               SUP027       82       2025-05-05  
ITM890       Rice               SUP016       64       2025-04-22  
ITM892       Pastry             SUP190       83       2025-05-15  
ITM893       Orange             SUP101       53       2025-04-22  
ITM895       Carrot             SUP037       82       2025-05-11  
ITM896       Herbs              SUP145       57       2025-05-11  
ITM897       Milk               SUP009       74       2025-05-12  
ITM898       Orange             SUP038       62       2025-05-02  
ITM899       Onion              SUP082       88       2025-05-20  
ITM900       Apple              SUP013       57       2025-05-19  
ITM901       Milk               SUP060       89       2025-04-21  
ITM902       Tomato             SUP190       57       2025-05-22  
ITM907       Onion              SUP152       56       2025-05-05  
ITM909       Tomato             SUP052       76       2025-05-21  
ITM910       Orange             SUP178       80       2025-05-14  
ITM912       Herbs              SUP084       90       2025-04-27  
ITM914       Onion              SUP128       89       2025-05-15  
ITM916       Onion              SUP177       95       2025-05-02  
ITM917       Spinach            SUP065       73       2025-04-30  
ITM918       Tomato             SUP154       91       2025-05-23  
ITM921       Banana             SUP120       66       2025-04-19  
ITM924       Herbs              SUP137       97       2025-05-17  
ITM925       Cheese             SUP132       81       2025-04-21  
ITM926       Pastry             SUP152       68       2025-04-20  
ITM927       Yogurt             SUP176       82       2025-05-19  
ITM928       Cheese             SUP077       55       2025-04-29  
ITM930       Juice              SUP068       65       2025-05-19  
ITM931       Apple              SUP064       87       2025-05-12  
ITM932       Lettuce            SUP182       55       2025-04-24  
ITM935       Tomato             SUP027       66       2025-05-02  
ITM936       Cheese             SUP006       68       2025-05-05  
ITM938       Milk               SUP005       92       2025-05-19  
ITM939       Yogurt             SUP005       83       2025-05-25  
ITM940       Pastry             SUP137       56       2025-05-11  
ITM941       Onion              SUP143       55       2025-04-23  
ITM942       Oil                SUP057       95       2025-04-16  
ITM943       Milk               SUP097       66       2025-05-10  
ITM944       Cheese             SUP069       84       2025-05-25  
ITM946       Bread              SUP020       58       2025-04-26  
ITM947       Spinach            SUP191       95       2025-05-22  
ITM949       Orange             SUP118       78       2025-04-24  
ITM950       Carrot             SUP053       91       2025-05-18  
ITM952       Spinach            SUP163       54       2025-05-02  
ITM953       Oil                SUP030       71       2025-05-21  
ITM954       Bread              SUP004       69       2025-05-05  
ITM958       Juice              SUP070       54       2025-05-07  
ITM961       Fish               SUP112       69       2025-04-27  
ITM965       Lettuce            SUP063       93       2025-05-06  
ITM967       Oil                SUP115       97       2025-04-29  
ITM968       Bread              SUP040       98       2025-05-21  
ITM972       Fish               SUP198       97       2025-05-20  
ITM973       Banana             SUP055       74       2025-05-01  
ITM974       Tomato             SUP200       94       2025-05-20  
ITM978       Herbs              SUP182       60       2025-04-24  
ITM979       Bread              SUP067       77       2025-05-16  
ITM982       Spinach            SUP012       51       2025-05-08  
ITM983       Banana             SUP031       51       2025-05-21  
ITM986       Juice              SUP014       89       2025-04-20  
ITM989       Fish               SUP068       83       2025-05-12  
ITM990       Fish               SUP128       99       2025-05-16  
ITM994       Fish               SUP197       64       2025-05-18  
ITM995       Banana             SUP176       99       2025-05-10  
ITM998       Carrot             SUP104       60       2025-05-04  
ITM999       Onion              SUP111       91       2025-04-27  

------------------------------
Stock 100+
------------------------------
ItemCode     ItemName           SupplierID   Stock    ExpiryDate  
ITM081       Apple              SUP114       137      2025-05-16  
ITM252       Banana             SUP061       100      2025-04-24  
ITM349       Rice               SUP018       100      2025-04-18  
ITM466       Orange             SUP158       100      2025-05-14  
ITM620       Tomato             SUP050       100      2025-04-23  
ITM658       Spinach            SUP036       100      2025-04-21  
ITM751       Carrot             SUP081       100      2025-04-30  
ITM761       Tomato             SUP160       100      2025-05-18  
ITM851       Yogurt             SUP137       100      2025-05-24  
ITM891       Butter             SUP191       100      2025-04-19  

==============================
End of Report
